data;codcli;Vendedor;produto;des_cat_pro;produto;origem;peso_liquido;valor_total;movimento
13/04/2022;3020;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;140;224;ENTRADA
13/04/2022;1826;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;460;736;ENTRADA
13/04/2022;4450;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5900;10620;ENTRADA
13/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;16675;30515,25;SAIDA
13/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;21115;38640,45;SAIDA
13/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;22110;40461,3;SAIDA
13/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;16695;30551,85;SAIDA
13/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;20005;36609,15;SAIDA
13/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;17940;32830,2;SAIDA
13/05/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2260;4520;ENTRADA
13/05/2022;4418;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4380;8541;ENTRADA
13/05/2022;115;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;13580;27839;ENTRADA
13/05/2022;1151;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;340;663;ENTRADA
13/05/2022;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1540;3003;ENTRADA
13/05/2022;26;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2480;4836;ENTRADA
13/05/2022;40;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2790;5580;ENTRADA
13/05/2022;55;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1950;3900;ENTRADA
13/05/2022;1886;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2850;5700;ENTRADA
13/05/2022;925;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4960;9672;ENTRADA
13/05/2022;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2430;4738,5;ENTRADA
13/05/2022;6055;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3451;6039,25;ENTRADA
13/05/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;14220;29862;SAIDA
13/05/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;16770;35217;SAIDA
13/05/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;16250;34125;SAIDA
13/05/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;23120;48552;SAIDA
13/06/2022;5803;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;360;540;ENTRADA
13/06/2022;2751;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;610;1037;ENTRADA
13/06/2022;3596;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1160;1740;ENTRADA
13/06/2022;5917;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1830;2745;ENTRADA
13/06/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1870;3179;ENTRADA
13/06/2022;2842;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1430;2502,5;ENTRADA
13/06/2022;631;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4640;7888;ENTRADA
13/06/2022;5623;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2530;4427,5;ENTRADA
13/06/2022;1552;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1200;2040;ENTRADA
13/06/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2420;4114;ENTRADA
13/06/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;11510;19567;SAIDA
14/01/2022;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;940;1504;ENTRADA
14/01/2022;6353;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;730;1095;ENTRADA
14/01/2022;2804;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;380;608;ENTRADA
14/01/2022;3557;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;380;589;ENTRADA
14/01/2022;5930;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2210;3536;ENTRADA
14/01/2022;5868;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;900;1395;ENTRADA
14/01/2022;4211;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;160;248;ENTRADA
14/01/2022;1602;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;500;800;ENTRADA
14/01/2022;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1210;1936;ENTRADA
14/01/2022;5377;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1421;2344,65;ENTRADA
14/01/2022;1886;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1850;3052,5;ENTRADA
14/01/2022;2098;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;240;372;ENTRADA
14/01/2022;2117;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;29740;58823,64;SAIDA
14/01/2022;2117;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;28005;56287,81;SAIDA
14/01/2022;2117;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;28934;58155,03;SAIDA
14/02/2022;1938;Vendedor I;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2510;4016;ENTRADA
14/02/2022;2230;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;24100;41693;ENTRADA
14/02/2022;6090;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;180;279;ENTRADA
14/02/2022;292;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;12280;20262;ENTRADA
14/02/2022;5852;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;6190;9594,5;ENTRADA
14/02/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;576;921,6;ENTRADA
14/02/2022;631;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4740;7584;ENTRADA
14/02/2022;51;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;600;990;ENTRADA
14/02/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;985;1576;ENTRADA
14/02/2022;4418;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;6780;10848;ENTRADA
14/02/2022;3303;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;490;808,5;ENTRADA
14/02/2022;5377;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1940;3201;ENTRADA
14/03/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;8670;14305,5;ENTRADA
14/03/2022;5588;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;500;825;ENTRADA
14/03/2022;6060;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5070;8365,5;ENTRADA
14/03/2022;5282;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;27350;45401;ENTRADA
14/03/2022;5377;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1520;2584;ENTRADA
14/03/2022;55;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2340;3978;ENTRADA
14/03/2022;1098;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3640;6006;ENTRADA
14/03/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;880;1452;ENTRADA
14/03/2022;5282;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;27740;46048,4;ENTRADA
14/03/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;7980;13167;ENTRADA
14/03/2022;925;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3680;6072;ENTRADA
14/03/2022;6012;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2320;3828;ENTRADA
14/03/2022;1938;Vendedor I;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5050;8332,5;ENTRADA
14/03/2022;903;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5160;5160;ENTRADA
14/03/2022;142;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2450;4042,5;ENTRADA
14/03/2022;6175;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3340;5010;ENTRADA
14/03/2022;5930;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1560;2574;ENTRADA
14/03/2022;776;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2780;4587;ENTRADA
14/03/2022;2130;NULL;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;26590;52111,9;SAIDA
14/03/2022;2130;NULL;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;27090;53066,46;SAIDA
14/04/2022;5794;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2800;4900;ENTRADA
14/04/2022;356;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;530;927,5;ENTRADA
14/04/2022;544;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;140;252;ENTRADA
14/04/2022;5639;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;920;1656;ENTRADA
14/04/2022;3651;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;730;1314;ENTRADA
14/04/2022;1151;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;330;577,5;ENTRADA
14/04/2022;6150;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;710;1278;ENTRADA
14/04/2022;2804;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;400;700;ENTRADA
14/04/2022;2946;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;9140;16452;ENTRADA
14/04/2022;6012;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1840;3220;ENTRADA
14/04/2022;1151;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;260;455;ENTRADA
14/04/2022;2166;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2630;4208;ENTRADA
14/04/2022;1098;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1330;2394;ENTRADA
14/04/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1990;3482,5;ENTRADA
14/04/2022;1233;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;450;765;ENTRADA
14/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;14500;26535;SAIDA
14/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;20180;36929,4;SAIDA
14/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;19380;35465,4;SAIDA
14/05/2022;115;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;18860;38663;ENTRADA
14/05/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;15150;31815;SAIDA
14/06/2022;1098;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2520;4284;ENTRADA
14/06/2022;1938;Vendedor I;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4110;7192,5;ENTRADA
14/06/2022;112;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1030;1596,5;ENTRADA
14/06/2022;925;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4690;7973;ENTRADA
14/06/2022;2604;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;190;285;ENTRADA
14/06/2022;5670;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1680;2856;ENTRADA
14/06/2022;5958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1460;2482;ENTRADA
14/06/2022;5265;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;90;135;ENTRADA
14/06/2022;292;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;15690;27457,5;ENTRADA
14/06/2022;6150;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;210;367,5;ENTRADA
14/06/2022;2766;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3580;5191;ENTRADA
15/02/2022;15;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3850;6160;ENTRADA
15/02/2022;631;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3410;5456;ENTRADA
15/02/2022;6092;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;140;217;ENTRADA
15/02/2022;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1100;1760;ENTRADA
15/02/2022;5588;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;680;1088;ENTRADA
15/02/2022;3651;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;150;247,5;ENTRADA
15/02/2022;5530;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;7330;12094,5;ENTRADA
15/02/2022;2946;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;11810;19486,5;ENTRADA
15/02/2022;3908;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3750;6000;ENTRADA
15/02/2022;781;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;840;1260;ENTRADA
15/02/2022;3303;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1100;1815;ENTRADA
15/02/2022;325;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;300;465;ENTRADA
15/02/2022;5184;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;300;450;ENTRADA
15/02/2022;55;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;750;1237,5;ENTRADA
15/02/2022;1098;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2850;4702,5;ENTRADA
15/03/2022;1752;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;130;214,5;ENTRADA
15/03/2022;1318;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;11620;20335;ENTRADA
15/03/2022;4257;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1660;2656;ENTRADA
15/03/2022;530;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2040;3060;ENTRADA
15/03/2022;3908;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;9330;15394,5;ENTRADA
15/03/2022;26;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1900;3135;ENTRADA
15/03/2022;631;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4180;6897;ENTRADA
15/03/2022;5282;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;26240;43558,4;ENTRADA
15/03/2022;3121;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3930;6484,5;ENTRADA
15/03/2022;4418;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;10400;17160;ENTRADA
15/03/2022;3170;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;760;1178;ENTRADA
15/03/2022;2358;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1900;3230;ENTRADA
15/03/2022;1826;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;660;1023;ENTRADA
15/03/2022;5517;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3780;6048;ENTRADA
15/03/2022;2520;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2290;3435;ENTRADA
15/03/2022;1151;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;460;759;ENTRADA
15/03/2022;2378;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2290;3778,5;ENTRADA
15/03/2022;5282;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;20980;34826,8;ENTRADA
15/03/2022;6009;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;150;232,5;ENTRADA
15/03/2022;2130;NULL;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;25630;50205,46;SAIDA
15/03/2022;2130;NULL;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;19940;39174,92;SAIDA
15/06/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;9510;16642,5;ENTRADA
15/06/2022;5639;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1130;1977,5;ENTRADA
15/06/2022;55;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2390;4182,5;ENTRADA
15/06/2022;3651;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;400;700;ENTRADA
15/06/2022;6272;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;26500;55650;ENTRADA
15/06/2022;6272;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;27800;58380;ENTRADA
15/06/2022;3958;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;310;480,5;ENTRADA
15/06/2022;1752;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;270;418,5;ENTRADA
15/06/2022;6192;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;110;192,5;ENTRADA
15/06/2022;1779;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2600;4160;ENTRADA
15/06/2022;2453;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;260;403;ENTRADA
15/06/2022;3303;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;520;910;ENTRADA
15/06/2022;1886;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1190;2082,5;ENTRADA
15/06/2022;26;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1670;2839;ENTRADA
15/06/2022;6192;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;290;507,5;ENTRADA
16/02/2022;2230;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;9590;16590,7;ENTRADA
16/02/2022;4052;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1370;2123,5;ENTRADA
16/02/2022;4052;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1570;2433,5;ENTRADA
16/02/2022;322;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1650;2475;ENTRADA
16/02/2022;6127;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;280;434;ENTRADA
16/02/2022;510;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4870;7548,5;ENTRADA
16/02/2022;46;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;7530;12801;ENTRADA
16/02/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;7590;12144;ENTRADA
16/02/2022;6129;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;164;254,2;ENTRADA
16/02/2022;1826;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;500;775;ENTRADA
16/03/2022;2599;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;5610;9649,2;ENTRADA
16/03/2022;1098;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3110;5131,5;ENTRADA
16/03/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;430;739,6;ENTRADA
16/03/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2760;4554;ENTRADA
16/03/2022;1779;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2730;4504,5;ENTRADA
16/03/2022;1752;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;290;478,5;ENTRADA
16/03/2022;3726;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;200;310;ENTRADA
16/04/2022;2381;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;9570;17226;ENTRADA
16/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;8655;15838,65;SAIDA
16/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;15945;29179,35;SAIDA
16/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;15865;29032,95;SAIDA
16/04/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;19225;35181,75;SAIDA
16/05/2022;5844;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;710;1278;ENTRADA
16/05/2022;6280;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;30;54;ENTRADA
16/05/2022;4104;Vendedor J;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;16350;32700;ENTRADA
16/05/2022;2842;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2220;4440;ENTRADA
16/05/2022;1151;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;370;721,5;ENTRADA
16/05/2022;631;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4480;8736;ENTRADA
16/05/2022;5890;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;150;270;ENTRADA
16/05/2022;3303;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;270;540;ENTRADA
16/05/2022;5217;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;620;1116;ENTRADA
16/05/2022;6272;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;24180;50778;ENTRADA
16/05/2022;6272;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;25970;54537;ENTRADA
16/05/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2510;4894,5;ENTRADA
16/05/2022;6150;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;720;1440;ENTRADA
16/05/2022;5623;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3300;6600;ENTRADA
16/05/2022;1340;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;70;126;ENTRADA
16/05/2022;1938;Vendedor I;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;4480;8736;ENTRADA
16/05/2022;1779;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;3550;6922,5;ENTRADA
16/05/2022;6174;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;28990;69187,53;ENTRADA
16/05/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;15080;31668;SAIDA
16/05/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;18630;39123;SAIDA
16/05/2022;1;Vendedor P;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;CLASSIFICACAO;30990;64879;SAIDA
17/01/2022;5377;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1640;2706;ENTRADA
17/01/2022;1318;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;15220;26635;ENTRADA
17/01/2022;2378;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;1450;2320;ENTRADA
17/01/2022;2500;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;10;15;ENTRADA
17/01/2022;2884;Vendedor B;SUCATA MIÚDA;FERRO;SUCATA MIÚDA;BOLETO;2730;4368;ENTRADA
